id,time,label,comment
2516,25:16,firouzja,just go say for you shop c6 it takes and
2517,25:17,carlsen,that's just no good at all now there
2522,25:22,carlsen,should be five a for just no good square
2524,25:24,carlsen,for the bishop so Bishop d6 d4 Knight d7
2524,25:24,firouzja,97 d4 yeah this is bad the plunger
2529,25:29,carlsen,I'm a d4 ninety four hours ago
2531,25:31,carlsen,d4 taking his bishop again so this is
2532,25:32,firouzja,twirly so Knight g4 thanks because it's
2534,25:34,carlsen,what he has to do but still de 1944 d5 h
2543,25:43,carlsen,three I think I'm just winning
2546,25:46,firouzja,Trina 96 this is bad now this is lost I
2550,25:50,carlsen,he's come try and muddy the waters some
2554,25:54,carlsen,way but I don't really see it yeah 94
2600,26:00,carlsen,just didn't work which was lucky for me
2601,26:01,firouzja,cannot do anything here yeah the ship
2602,26:02,carlsen,since that's not something I'd spotted
2604,26:04,carlsen,from from afar but it's not that big a
2609,26:09,firouzja,chief arrived now this was a very bad
2610,26:10,carlsen,surprise I can fish g5 right
2613,26:13,carlsen,you
2613,26:13,firouzja,game which sinks I should not play e5
2618,26:18,carlsen,yeah f6i technic Bishop f6 Bishop h6
2620,26:20,firouzja,then maybe I should switch to Sicilian
2624,26:24,carlsen,right
2626,26:26,firouzja,probably
2629,26:29,firouzja,the server was a five yeah
2631,26:31,carlsen,okay one okay this is gonna go over very
2639,26:39,carlsen,very soon ninety-four he's six
2642,26:42,firouzja,in c6 probably has a six here or Bishop
2648,26:48,firouzja,g5 and everything's on us yeah okay this
2650,26:50,carlsen,she's so many winning moves don't even
2653,26:53,carlsen,wanna lock in
2654,26:54,carlsen,f7 though he's gonna resign okay
2655,26:55,firouzja,was a bad game by plundered and sadly
2657,26:57,firouzja,but it's fine
2659,26:59,carlsen,evening the score again with this this
2659,26:59,firouzja,so he's going to change under Kenya so
2703,27:03,carlsen,is a tough match okay let me try
2703,27:03,firouzja,we go Knight c3
2705,27:05,carlsen,something else
2706,27:06,firouzja,let's go Knight c3 he's sinking because
2707,27:07,carlsen,enough of this alien nonsense what does
2712,27:12,carlsen,he want does he want P 64 I don't know
2713,27:13,firouzja,a6 so night of 3 + T 6 let's go
2716,27:16,carlsen,let me go a sick since I don't know what
2720,27:20,firouzja,g3 ninth of six Bishop g2 let's see how
2728,27:28,firouzja,it's going to play okay which three
2730,27:30,carlsen,to do here
2731,27:31,carlsen,g4 maybe can't be too mad so I'll take
2735,27:35,firouzja,takes and if I play you should detail
2737,27:37,carlsen,it 96 develop normally and a6 it's not
2740,27:40,firouzja,because g6 let's connect it - I'm trying
2741,27:41,carlsen,ideal but at least it's preparing d5 so
2748,27:48,firouzja,to play c3 d4 so let's say C 39523 31
2749,27:49,carlsen,don't think it's really a bad thing
2752,27:52,carlsen,he wants to go see three
2754,27:54,carlsen,for but I'm not really sure whether I
2800,28:00,carlsen,will actually allow that 97 fruity one I
2804,28:04,carlsen,got 95 maybe also I got c4 Queen b6 as
2806,28:06,firouzja,probably not
2808,28:08,firouzja,five Queen III see forward but I talking
2811,28:11,carlsen,an option I can also just allow it take
2813,28:13,firouzja,it's very bad like I put up III cancel
2815,28:15,carlsen,and Queen b6 a bitch b3 I can take on b2
2819,28:19,firouzja,it before it's interesting
2821,28:21,carlsen,it's an interesting position but I
2824,28:24,firouzja,let's see see 44 Queenie 353 let's see
2826,28:26,carlsen,shouldn't repeat my mistake of just
2830,28:30,carlsen,getting way too low in time huh okay let
2834,28:34,carlsen,me just go for this c4 you can go they
2835,28:35,firouzja,if it goes defined it looks very
2839,28:39,carlsen,can go b3 somehow it wasn't too worried
2839,28:39,firouzja,dangerous but you might play it because
2842,28:42,firouzja,might not have other choice
2843,28:43,carlsen,about this one so I feel like the
2845,28:45,carlsen,structure even if you gots to take and
2845,28:45,firouzja,they just goes castle
2847,28:47,carlsen,on c4 will not be too bad for me I'm
2848,28:48,firouzja,so if form is I don't see it
2851,28:51,carlsen,just missing f4 and what's linked what
2853,28:53,carlsen,is up with me you can just win a pawn
2854,28:54,firouzja,so he's we going to be late eNOS okay
2858,28:58,carlsen,that it's just saying yeah not good yeah
2858,28:58,firouzja,this is 34 white I don't see why it
2901,29:01,firouzja,should be bad for me probably 100
2905,29:05,firouzja,something because you're like 4.0 so
2909,29:09,carlsen,position is not hopeless which is not
2909,29:09,firouzja,let's see I have to convert this so 95
2914,29:14,carlsen,ideal
2915,29:15,firouzja,t3 and p5 I just take take group tanks
2916,29:16,carlsen,my day far
2918,29:18,carlsen,d 3 then B fire doesn't seem to work
2922,29:22,carlsen,yeah okay fine
2923,29:23,firouzja,they both we need five I mean I could
2926,29:26,carlsen,Guinan when i finally gonna try that
2928,29:28,firouzja,take I got these three yeah let's just
2929,29:29,carlsen,rook d7 queen a two other feeling that
2932,29:32,carlsen,if I could be strong on if he does go d3
2933,29:33,firouzja,do it
2934,29:34,firouzja,you might talk to me for that we need
2936,29:36,carlsen,then he will have at least weaken some
2937,29:37,firouzja,for Quincy for maybe hey thanks if it
2939,29:39,carlsen,school yeah but now he's weakened some
2941,29:41,carlsen,squares I got I got rook b8 take it he's
2944,29:44,firouzja,takes e5 probably goes would be to
2948,29:48,carlsen,got a e5 now but at least I got Ruby to
2949,29:49,firouzja,thanking a fanmeeting Queen a for I
2951,29:51,carlsen,maybe it's nothing
2953,29:53,firouzja,missed okay miss Queenie for again okay
2956,29:56,carlsen,yeah just working one ok let me try this
2958,29:58,carlsen,instead
2960,29:60,firouzja,this is me that's called the father and
3008,30:08,firouzja,Queenie for you create
3009,30:09,carlsen,Gentile
3010,30:10,carlsen,cracking throat oh he goes Queenie for
3014,30:14,carlsen,rooks yet what is his point he wants to
3014,30:14,firouzja,the five let's see if we can make things
3017,30:17,carlsen,go ahead fine yeah well no at least I
3019,30:19,firouzja,complicated a little bit chief or let's
3021,30:21,carlsen,got my pawn back go on some sort of
3026,30:26,carlsen,expedition with the Queen should not be
3030,30:30,carlsen,too bad now I got some squares for the
3032,30:32,firouzja,go in III microphone 95 or just push the
3033,30:33,carlsen,bishop my life is very very bad
3036,30:36,carlsen,that's a problem g5 I don't think was a
3038,30:38,carlsen,great move g4 I mean this one whoever is
3040,30:40,firouzja,point one eight five I might cut Bishop
3043,30:43,carlsen,a bit tricky to meet uh-huh he wants to
3045,30:45,firouzja,g5 + g5 attacking like that so maybe he
3048,30:48,carlsen,go g5 I'm just gonna go G find myself
3049,30:49,firouzja,has to keep the night to DA so how can i
3053,30:53,carlsen,not loving it though
3055,30:55,carlsen,I gotta speed up that's my manager here
3056,30:56,firouzja,play this book see 193 okay those 95 so
3108,31:08,carlsen,yeah he gets this one it's not not ideal
3112,31:12,firouzja,94 alright I will go look at one Queen
3119,31:19,carlsen,that's not kind of play with Knight b3
3120,31:20,firouzja,can I go can be six Quincy to 9th of six
3121,31:21,carlsen,coming up don't know exactly what kind
3124,31:24,firouzja,six takes they just goes this way in b7
3125,31:25,carlsen,of player but there should be some will
3127,31:27,carlsen,Queen b6 is a good move the King g7
3131,31:31,carlsen,though is working fades 95 I'm just
3132,31:32,firouzja,look the eighth night c5 this is a piece
3140,31:40,firouzja,okay I should take this way this Mikey
3141,31:41,carlsen,gonna have to yeah I'm just gonna have
3142,31:42,carlsen,to sack that night take it does feel
3146,31:46,firouzja,Michael for so I should be careful night
3152,31:52,firouzja,if I finish okay let's go queenie 496 it
3153,31:53,carlsen,from a practical point of view that this
3155,31:55,carlsen,is far from lost 95 okay I guess I'll go
3201,32:01,carlsen,Rudy Nate Rudy two of just trying to
3205,32:05,firouzja,gets activated here
3208,32:08,carlsen,keep some activity next I just want to
3211,32:11,carlsen,push the aid and pawn my King is pretty
3212,32:12,firouzja,yeah so what can I do here I don't have
3215,32:15,carlsen,safe that's a good thing Queen B -
3217,32:17,firouzja,move 3 ok draw I think my had winning
3226,32:26,carlsen,keeping some pressure there a3 if it
3228,32:28,carlsen,tastes already four can't take now at
3238,32:38,carlsen,the release my position is
3239,32:39,carlsen,ike objectively speaking but I have
3242,32:42,carlsen,serious problems with time of course
3247,32:47,carlsen,that was stupid now it's just gonna flag
3250,32:50,carlsen,me
3250,32:50,carlsen,oh that's the repetition okay I guess
3251,32:51,firouzja,position now he is very fast in this
3254,32:54,firouzja,side so ok so if I have to change my
3257,32:57,carlsen,good for me I was a piece down suffering
3259,32:59,carlsen,most of the game so the drawer should be
3259,32:59,firouzja,mind so let's go see fine it's good
3303,33:03,firouzja,timing off maybe goes g3
3304,33:04,carlsen,fine
3305,33:05,carlsen,okay so no more e6 sorry no more d5 you
3309,33:09,firouzja,so 96 might have 6 to 5 he wants to go
3315,33:15,carlsen,wants to yeah he doesn't want you need
3322,33:22,firouzja,Kings Indian attack which I don't think
3324,33:24,firouzja,is dangerous I don't know ok this way so
3325,33:25,carlsen,to have that easier life so they're just
3329,33:29,carlsen,I'm gonna go you five now the point is
3335,33:35,carlsen,if I allow Castle then night yet can
3335,33:35,firouzja,if I go t4 because like to show before
3338,33:38,firouzja,and get this set up properly and not
3339,33:39,carlsen,sometimes be a good move sort of
3344,33:44,carlsen,claiming that this is more precise now
3346,33:46,carlsen,of course he can go d4 and then he
3347,33:47,firouzja,sure what to do here exactly
3349,33:49,carlsen,doesn't actually have to to Castle
3350,33:50,firouzja,I mean Queen c7
3352,33:52,carlsen,kingside so it's most certainly a
3354,33:54,carlsen,double-edged sword but at least we got
3357,33:57,carlsen,some sort of strategical fight here
3359,33:59,carlsen,should be good for me just way too much
3402,34:02,carlsen,street fighting when I'm in my black
3403,34:03,firouzja,okay let's see if it takes
3405,34:05,carlsen,games I'm really missing a lot of a lot
3410,34:10,carlsen,of tactical stuff mmm
3413,34:13,firouzja,it could take I'm gonna show before but
3414,34:14,carlsen,Queen c7 looks very dubious yes I'll
3417,34:17,firouzja,then Queen age five should marry okay 93
3418,34:18,carlsen,take 93 what's this intention yeah 96
3426,34:26,firouzja,96 95 28 this is very dangerous very
3437,34:37,carlsen,now I guess you can play this way I'm
3437,34:37,firouzja,dangerous be sure before you should be
3441,34:41,carlsen,gonna go fish before should be 6h for
3442,34:42,firouzja,six okay if I could get away with this
3450,34:50,firouzja,then I'm fine
3453,34:53,carlsen,probably when you go 95 next although
3453,34:53,firouzja,27 let's page six
3457,34:57,carlsen,I'm allowing 94 and that I'm not loving
3503,35:03,firouzja,I might go long castle at some point
3505,35:05,carlsen,castles I guess hmm I probably haven't
3510,35:10,firouzja,because of FG 5 so we will see yeah I
3517,35:17,carlsen,played this very incisively but at least
3519,35:19,firouzja,should I mean let's go home castle who
3526,35:26,carlsen,it's going to be sort of difficult
3527,35:27,firouzja,cares
3528,35:28,carlsen,friend to castle right as I said that he
3528,35:28,firouzja,let's go home castle and g5 it is not
3533,35:33,carlsen,does castles Queen site with no regards
3537,35:37,carlsen,for regard for Humanity 0h5 okay let me
3537,35:37,firouzja,worth it to not play this here my
3547,35:47,firouzja,quickly for for sure yes so let's go 5
3550,35:50,carlsen,pay for just trying to know him over
3552,35:52,carlsen,there okay
3557,35:57,firouzja,ok 95
3601,36:01,carlsen,jump into b5 or is hoping that g5
3605,36:05,carlsen,doesn't make me
3605,36:05,firouzja,hmm should I turn 45 no I should go for
3612,36:12,firouzja,it you should go for it
3614,36:14,carlsen,now take it
3616,36:16,carlsen,95 Bishop g5 next yeah it was for this
3616,36:16,firouzja,so if I take things we shall be three or
3620,36:20,firouzja,four before yeah that's a four well
3641,36:41,firouzja,maybe just calculate and take on t8 with
3643,36:43,firouzja,not sure they create yeah it feels like
3644,36:44,carlsen,may be a bishop yet I think I for looks
3647,36:47,carlsen,ok takes it now I take back and our
3653,36:53,firouzja,I'm very slow because of Michelin g510
3656,36:56,firouzja,he plays here which stinks she stinks I
3657,36:57,carlsen,Bishop f6 wreckage 3
3706,37:06,carlsen,got three so I'm not massively worried
3709,37:09,carlsen,about that now I want to go king f2 and
3711,37:11,carlsen,then rock h1 that's what I missed
3712,37:12,firouzja,should be careful mrs. check King v8
3716,37:16,carlsen,okay I gotta protect okay whoopsie woman
3719,37:19,firouzja,right before the thing is miss playing
3722,37:22,firouzja,it very badly I don't know like Jake's
3723,37:23,carlsen,I'm missing the a for his hanging
3726,37:26,carlsen,unbelievable so bad and know there was a
3727,37:27,firouzja,takes yeah and should take so let's see
3731,37:31,carlsen,reason I shouldn't do that now our
3733,37:33,carlsen,position is just collapsing see three of
3738,37:38,carlsen,listen trying to forage I have a feeling
3744,37:44,carlsen,this is not going to look cool
3744,37:44,firouzja,let's see
3745,37:45,carlsen,this is not gonna end well for me okay
3745,37:45,firouzja,I should be fast
3753,37:53,carlsen,one he's got beef I though just to solid
3756,37:56,firouzja,[Music]
3757,37:57,firouzja,this was before 95 yeah this is losing
3759,37:59,carlsen,don't know it to be here Queenie - well
3803,38:03,carlsen,I'm see for now at least I get to read
3807,38:07,carlsen,appoint take any fun what's the problem
3812,38:12,carlsen,Queen c6 queen of three gesso goes
3815,38:15,carlsen,Queen's off then I got to take a beat
3816,38:16,firouzja,I have no trying of again I'm not versed
3819,38:19,carlsen,595 I didn't say that hmm my bishop is
3820,38:20,firouzja,here let's see ok blunder this route
3830,38:30,carlsen,really badly out of play
3832,38:32,carlsen,okay okay my blunder Brooke this way
3836,38:36,firouzja,okay okay I knew that people to anger
3838,38:38,carlsen,instead huh afternoon okay I'm just
3845,38:45,carlsen,gonna resign that was so bad so so bad
3846,38:46,firouzja,because it was only thing in each one so
3849,38:49,carlsen,wait why can't I just make some some
3850,38:50,firouzja,okay 43 I think is the result
3854,38:54,firouzja,at least I managed to bring my black in
3856,38:56,carlsen,some solid moves when I have the chance
3857,38:57,firouzja,now so they before let's go ahead should
3858,38:58,carlsen,instead of all this nonsense
3902,39:02,carlsen,unbelievable sessions I'm just
3905,39:05,firouzja,be three actually I got a good position
3908,39:08,firouzja,look him one night f3 I mean before
3910,39:10,carlsen,completely
3910,39:10,carlsen,collapsing in this case
3917,39:17,carlsen,you
3917,39:17,firouzja,might be 45 X takes I cut this position
3919,39:19,carlsen,I do have the feeling that my position
3922,39:22,carlsen,was just kind of good from the opening
3924,39:24,carlsen,here so I'm not true averse to repeating
3924,39:24,firouzja,not sure how is this assessment okay dot
3926,39:26,carlsen,so I'm just gonna take the bishop my
3927,39:27,firouzja,d5 so he wants to make c3 this is a big
3928,39:28,carlsen,thing gonna be fine none of the more
3931,39:31,carlsen,allowing fish before okay and that be
3936,39:36,carlsen,six I guess we should bet five so there
3938,39:38,firouzja,deal that I've I could see that but we
3941,39:41,firouzja,should use it
3942,39:42,carlsen,should be seven I guess I got this pizza
3943,39:43,firouzja,because f6 now right for justice not
3950,39:50,carlsen,nice English piece on
3956,39:56,firouzja,sure what to do here
4000,40:00,carlsen,yeah Bishop e7 97 Queen d8 root D aids
4001,40:01,firouzja,51 9320 English 94 so let's see look see
4009,40:09,carlsen,rookie 7 Bishop f3 work t2 I guess I can
4012,40:12,carlsen,make a draw my a for looks a bit weird
4021,40:21,firouzja,I thought we should be stolen maybe 97
4026,40:26,firouzja,28 t8 rookie 7 fish of f3 f3 that is
4027,40:27,carlsen,okay so exists
4028,40:28,carlsen,CIT still got calendar works and it's
4035,40:35,firouzja,good
4036,40:36,carlsen,too rubbish p7 but I can play c4 then
4036,40:36,firouzja,that one's good 54 let's eat before
4044,40:44,carlsen,try and be a bit clever yeah that is
4045,40:45,firouzja,okay miss before it is it good like we
4053,40:53,firouzja,need for yesterday Queen I think I'm
4059,40:59,firouzja,using a lot of time but it should be
4102,41:02,carlsen,clever I 97 is got Queen design so I got
4102,41:02,firouzja,worse sit here okay hit probably okay
4106,41:06,carlsen,to trade this way and I don't get the
4108,41:08,carlsen,rogue - I don't get the rogue - okay I'm
4112,41:12,firouzja,Ruby hey I think yeah 93 he takes I take
4114,41:14,carlsen,just gonna take them route p8 this is
4118,41:18,firouzja,let's just all agree one would be five
4120,41:20,carlsen,gonna be a draw although yes
4125,41:25,firouzja,group c4 he's going to take on pizza
4129,41:29,carlsen,I advise someone precisely but takes
4130,41:30,firouzja,probably the shoot
4135,41:35,firouzja,between here yes if he has to take
4138,41:38,firouzja,because if 5p3 not sure I'm not sure
4139,41:39,carlsen,things work a 7 roof d8 roof t7 let's
4144,41:44,carlsen,feel a bit tricky
4145,41:45,carlsen,Brooke t2 no it's not an obvious strong
4146,41:46,firouzja,okay he goes a fight
4150,41:50,firouzja,III okay so Kim G - if one should I go
4151,41:51,carlsen,so bad just so bad so give a check now
4157,41:57,carlsen,for lack of any better ideas trying to
4204,42:04,firouzja,for a vein rupesh 5h4
4206,42:06,firouzja,yeah I took a cookie for kinky - project
4208,42:08,carlsen,somehow displaces rook e8 I want to play
4216,42:16,firouzja,was not a good idea to change for looks
4221,42:21,firouzja,it you okay now he plays for me but I
4228,42:28,carlsen,for a win don't know one
4231,42:31,firouzja,will give him this is fine point
4232,42:32,carlsen,what justification I just I can't keep
4234,42:34,firouzja,probably okay he ate that this is my
4235,42:35,carlsen,begging for a draw okay five kage five
4244,42:44,carlsen,take age for this is got Ruby fly though
4248,42:48,carlsen,so he's okay then I take 58 choice for
4254,42:54,firouzja,piss place is bad near should not lose
4255,42:55,firouzja,still but okay to be fine
4256,42:56,carlsen,this hmm I guess that's clever
4304,43:04,carlsen,that was a mild sleep I wanted to go
4306,43:06,carlsen,Ruby fine probably was a good sleep
4308,43:08,carlsen,though unbelievable
4309,43:09,firouzja,eat okay I will donate before he has to
4313,43:13,carlsen,I'll get Bishop d8 and then push I'm not
4317,43:17,carlsen,worried here
4318,43:18,carlsen,definitely not worse probably not really
4320,43:20,firouzja,risk here I think okay 95 once the Queen
4326,43:26,carlsen,better either
4327,43:27,carlsen,okay I gotta play for a while gotta play
4331,43:31,carlsen,for a win
4331,43:31,firouzja,is fine
4332,43:32,firouzja,[Music]
4333,43:33,carlsen,let's see six like I broke d1 of Keaney
4333,43:33,firouzja,gingy - okay six so now he has to give
4336,43:36,carlsen,to agony true age three sorry but
4340,43:40,carlsen,obviously it's not this one i I didn't
4342,43:42,firouzja,me temple before me yeah I'm very slow
4343,43:43,carlsen,see however that's a bit of a blow I
4350,43:50,carlsen,gotta try and be fast that was a weak
4358,43:58,carlsen,move I think nom definitely not worse
4401,44:01,firouzja,yeah it was variously this game now it
4403,44:03,carlsen,would be to I'm better take it
4406,44:06,firouzja,was like me right
4408,44:08,firouzja,what I did to that position is amazing
4409,44:09,carlsen,yeah that's ready five six I guess than
4416,44:16,carlsen,a five it has no squares for you it's
4419,44:19,carlsen,night rook F to King g5 and at least
4426,44:26,carlsen,objectively speaking I'm winning there's
4426,44:26,firouzja,yeah this was bad him I had very good
4430,44:30,carlsen,no stalemate okay okay
4430,44:30,firouzja,position but blunders so badly
4434,44:34,carlsen,messy game but once again I'm back to
4437,44:37,firouzja,okay goes back to d4 so let's go here
4438,44:38,carlsen,even
4441,44:41,carlsen,which I must say is an achievement for
4444,44:44,carlsen,me so okay enough of that Queens gambit
4447,44:47,carlsen,nonsense I'm going for simple chess yeah
4447,44:47,firouzja,hmm
4448,44:48,firouzja,exclusive 5 this is 7 micro some c4 idea
4459,44:59,carlsen,maybe what he's doing here is clever see
4503,45:03,firouzja,let's see okay he just takes and c4m so
4504,45:04,carlsen,397 I cannot prevent e5 okay I'm just
4507,45:07,carlsen,kind of DC then please I have some good
4510,45:10,carlsen,memories of my game with with your
4510,45:10,firouzja,[Music]
4512,45:12,carlsen,career here from the wind blades
4512,45:12,firouzja,T takes before because I'm not losing
4517,45:17,carlsen,frightfully secured me in the 120s if b5
4523,45:23,firouzja,take some t6 you go to that end game
4528,45:28,firouzja,okay let's open his fish file if it
4530,45:30,carlsen,whenever then I just go Bishop c4 so he
4531,45:31,firouzja,wants
4534,45:34,carlsen,takes he wants to be safe but I think
4539,45:39,carlsen,it's a little bit worse Bishop e3
4545,45:45,firouzja,"Bishop D7 Queen B4, he goes Queen d2 probably"
4546,45:46,carlsen,degrees 94 to con I didn't see that
4555,45:55,carlsen,check okay I'm just gonna trade my lefty
4556,45:56,firouzja,okay we should be fine I will go if it
4602,46:02,carlsen,to maybe six is a bit weird
4602,46:02,firouzja,was mined so I could connect a sticks I
4607,46:07,firouzja,think we should see 658 King f8 King g7
4612,46:12,carlsen,96 I missed this one
4629,46:29,firouzja,[Music]
4630,46:30,carlsen,yeah that's a bit unfortunate I'm not
4632,46:32,firouzja,Joseph tree rocky 894 night before king
4634,46:34,carlsen,really in time for anything I think e
4635,46:35,carlsen,for root dat 594 doesn't look very good
4638,46:38,firouzja,he - we should be five by having good
4642,46:42,carlsen,hmm so just go to a three a 94 I'm
4642,46:42,firouzja,positions it's fine service okay night
4649,46:49,firouzja,before should be played okay
4652,46:52,carlsen,admitting that this didn't go too well
4655,46:55,firouzja,because here nagoba should be five and
4656,46:56,carlsen,k2
4659,46:59,carlsen,a three don't think I'm losing my force
4702,47:02,firouzja,ninety three goes Roxie Roxie eight I
4707,47:07,carlsen,93 I Roxy 241 it's bit annoying a little
4711,47:11,firouzja,have two products in it of course
4716,47:16,firouzja,good tea wine okay let's connect see
4721,47:21,firouzja,five be sure before he goes be three I
4726,47:26,carlsen,bit force which I shouldn't British in
4726,47:26,firouzja,got we should be five okay let's see he
4730,47:30,carlsen,the bin after here are to the opening I
4734,47:34,firouzja,has a very clumsy pieces but should use
4740,47:40,carlsen,- 1 - gotta speed up 95 I think I go
4740,47:40,firouzja,it so let's take ok wants some Nike some
4746,47:46,firouzja,jumps you want some jumps okay let's go
4750,47:50,carlsen,back now that is - maybe you can take I
4753,47:53,firouzja,which five or Pat h5 v 8 we need
4806,48:06,firouzja,negative 5 I don't know
4810,48:10,firouzja,this position is very weird I'm up on
4816,48:16,firouzja,trial this is a good thing I am better
4820,48:20,firouzja,here but I should be I should have some
4822,48:22,carlsen,don't know we'll see
4824,48:24,firouzja,plan let's jump
4836,48:36,carlsen,yeah
4839,48:39,carlsen,b5e for take Edie Edie and then BCD for
4841,48:41,firouzja,[Music]
4842,48:42,firouzja,I shouldn't say that's going fine
4847,48:47,carlsen,his a bit better it's not ideal
4850,48:50,firouzja,everything is hanging everything is
4851,48:51,carlsen,I just five
4855,48:55,firouzja,hanging okay
4858,48:58,carlsen,oh yeah it's not so easy for me to find
4901,49:01,carlsen,him up because I'm gonna go can you talk
4901,49:01,firouzja,can you faint big stakes
4905,49:05,carlsen,but I don't know what I'm doing next - I
4909,49:09,carlsen,have to go you for and keep the night
4910,49:10,carlsen,away please got nights now that could be
4911,49:11,firouzja,96 cut off on time
4918,49:18,carlsen,annoyingly jumpy I'm very happy to get
4920,49:20,carlsen,95 oh I think you missed that no I'm
4925,49:25,carlsen,fine hmm okay 93 I forget before yeah
4926,49:26,firouzja,[Music]
4937,49:37,firouzja,
4938,49:38,carlsen,yet this one okay let me take it before
4940,49:40,firouzja,okay this is again in d6 d7 to be 8k
4945,49:45,carlsen,I can you say now he's gonna try and
4952,49:52,carlsen,fight me I immediately run or something
4956,49:56,firouzja,blender this one might watch you forever
5004,50:04,firouzja,[Music]
5005,50:05,firouzja,okay seven we cannot take we cannot also
5007,50:07,carlsen,okay I'm not you're worried about this
5009,50:09,carlsen,pawn king do you find it so tricky
5014,50:14,firouzja,take this one okay
5030,50:30,carlsen,allow the exchange there I'm gonna get
5032,50:32,firouzja,a flattened but my first outbreak human
5033,50:33,carlsen,flagged are you so I know I know that
5036,50:36,firouzja,do any game so this is a good thing I
5038,50:38,firouzja,was out playing him so okay so let's go
5045,50:45,carlsen,this guy is a lot better than the other
5046,50:46,firouzja,again he's switching to a looking he's
5047,50:47,carlsen,guys I've played but still I mean just
5049,50:49,carlsen,place just completely on wack it's
5053,50:53,firouzja,[Music]
5054,50:54,carlsen,really vexing I mean I'm just constantly
5055,50:55,firouzja,had a good position t1
5100,51:00,carlsen,doubting myself it's all a total mess
5106,51:06,firouzja,you will take again I had a good
5108,51:08,carlsen,so I'm just assuming that I was doing
5110,51:10,firouzja,position in the ingame so you'll see he
5111,51:11,carlsen,fine in a couple of this games yeah this
5115,51:15,firouzja,has to come up with some new plan might
5117,51:17,carlsen,is a very strange ground to have a
5119,51:19,carlsen,theoretical discussion kind of taken d5
5120,51:20,firouzja,just Co native six this game here
5125,51:25,firouzja,[Music]
5127,51:27,firouzja,it'll see so night of six-day this one
5132,51:32,firouzja,again my toe is six now okay Bishop g5
5136,51:36,carlsen,Knight b6 yeah it's pretty insane just
5144,51:44,firouzja,he had this wait can I copy should be
5146,51:46,carlsen,to play the extracting decision but I
5149,51:49,firouzja,seven now
5153,51:53,firouzja,like late night eight for Bishop e7 97
5154,51:54,carlsen,got to I've been doing please pretty
5157,51:57,firouzja,28 38 take 652 took me only 54 just west
5158,51:58,carlsen,okay the previous can I really do feel
5205,52:05,carlsen,that okay I have got 96 friend gonna try
5209,52:09,firouzja,play 94 against those might be six my
5217,52:17,carlsen,that blundering again net you can take
5220,52:20,firouzja,Quincy 294 so I do I have to take and
5222,52:22,carlsen,him deep in c5 so when I was
5226,52:26,firouzja,take not sure is better in the same game
5228,52:28,carlsen,King about mistakes and now 95 then I
5231,52:31,carlsen,take and then I will Brook d5 this is
5235,52:35,carlsen,also a blunder by the way because I
5236,52:36,carlsen,didn't say that East 7 was hanging it is
5237,52:37,firouzja,okay
5240,52:40,firouzja,he once you create and everything's
5244,52:44,firouzja,hanging would be one hopefully I didn't
5254,52:54,firouzja,longer anything Bishop III my mother
5257,52:57,carlsen,still not a disaster for me
5301,53:01,carlsen,but I don't know maybe we should play
5301,53:01,firouzja,condo 96 57
5303,53:03,firouzja,
5304,53:04,carlsen,threes it's a good move bitch was not
5309,53:09,carlsen,hanging what am I thinking about
5313,53:13,carlsen,we're like you're thinking about can
5317,53:17,carlsen,trying this and then go 95 but I don't
5322,53:22,carlsen,believe it too much that's probably
5323,53:23,firouzja,this let's write will be three you go
5328,53:28,firouzja,for some okay now I got 97 I think I was
5334,53:34,firouzja,waiting for at least so I think now it's
5338,53:38,carlsen,clever so you can then I go rook c5 it's
5338,53:38,firouzja,fine yeah okay that could be six at
5347,53:47,carlsen,got to go b6 right you know oh yeah I'm
5347,53:47,firouzja,least I defended to defy the score for
5349,53:49,firouzja,his night should be draw but today I'm
5355,53:55,firouzja,pushing and I should not get me that
5357,53:57,firouzja,this is very important he's pushing here
5358,53:58,carlsen,gonna try and keep the knight on the
5359,53:59,carlsen,board I could have gone Knight d5
5402,54:02,carlsen,probably forcing the trade and then
5404,54:04,carlsen,would have been fair the dryish but I
5406,54:06,firouzja,at home
5407,54:07,carlsen,feel like my chances are not too bad
5410,54:10,firouzja,so before g5
5411,54:11,carlsen,here from a practical point of view so
5414,54:14,carlsen,I'm gonna roll the dice just a bit now
5418,54:18,carlsen,it's a really good move
5418,54:18,firouzja,he's not going for okay three probably
5422,54:22,firouzja,[Music]
5425,54:25,carlsen,yeah publican
5426,54:26,firouzja,yeah so nice before - to get one okay he
5427,54:27,carlsen,five no I can't do that
5436,54:36,carlsen,yeah no house to try and hustle here oh
5437,54:37,firouzja,had to pay money thing it is drawn okay
5441,54:41,carlsen,now I'm gonna try it okay I'm gonna have
5446,54:46,firouzja,okay it's fine
5447,54:47,carlsen,to draw of course okay there's any more
5448,54:48,firouzja,[Music]
5450,54:50,firouzja,so let's play c5 Knight of 6
5453,54:53,carlsen,one I guess five and a half two whatever
5500,55:00,carlsen,okay goes for this - I don't why I'm
5501,55:01,firouzja,these six was a 386 I mean just go h6
5506,55:06,carlsen,doing this okay you say so we're gonna
5510,55:10,carlsen,go G for us at it against natives here
5512,55:12,carlsen,the other day I do feel that this must
5514,55:14,firouzja,so if because each four people knight c6
5517,55:17,carlsen,be a pretty decent liner for me can I go
5520,55:20,carlsen,age for now I'm gonna do it
5521,55:21,firouzja,if it goes with g1 h 5 maybe not sure
